-9.777523522106269738e+00,2.654286739205693024e+00,-8.382575989946177586e+00,-9.850059637640871113e-01,4.684542262315135375e+00
2.990867335821898898e+00,2.358349884543338604e+00,-6.873927112651323057e+00,1.926232492984750966e+00,-4.655948483410018213e+00
-8.222451143048565836e-01,-7.301685512530680100e+00,-6.412542373754684277e+00,7.307336860479792584e+00,7.772785095122944021e+00
1.400206487800962307e+01,-1.123366766514496962e-01,-1.293776529522991403e+01,-1.265721449125632958e+01,-8.298917063062646093e+00
-5.943216211732640808e+00,5.266828656341825621e+00,-1.139275333311901406e+01,-1.794908822150902417e+00,4.345849584996508419e+00
7.683814108052167136e+00,-6.141500526519345193e+00,1.351982030465901374e-01,-9.495334772169176318e+00,8.753403881256505148e-01
-7.737385483589950930e+00,4.379357044201839244e+00,-7.315052787559741532e+00,-1.572109957378092560e+00,1.984854248777243590e+00
7.400497050825991074e+00,7.111487920286453601e+00,-7.359816354466341082e+00,-4.954649384637521692e+00,-8.641021670738613381e+00
-3.300357433693111631e+00,4.131653313410296846e+00,-2.220662475674842540e+00,2.320619179782834607e+00,-5.091821890145037166e+00
5.847548119476583039e+00,-1.020175879908741656e+01,-3.877933909412085711e-01,-1.498917912080581694e+01,-4.387106954524339741e+00
3.811503146968726163e+00,6.973779531732824388e+00,-6.188561198701791000e+00,7.901852305722611991e-02,-8.114631396307469657e+00
-1.460204568791909074e-02,-6.607865479795353991e+00,-4.932090029930424890e+00,5.566365317574682336e+00,7.463615240817953911e+00
1.011933101775863486e+00,-7.809361072267979154e+00,-6.085672129361041627e+00,7.057441484902513551e+00,9.334868965456642798e+00
1.250871103730771594e+00,7.903354084881295094e+00,-7.131435635958151664e+00,4.033440365912692727e+00,-7.446624261021083768e+00
-7.897847820299602084e+00,3.859561446495471948e+00,-7.769526931530489122e+00,9.522478275401469183e-01,8.283043608133691116e-01
-6.779660357739616394e-01,-8.215090386390182076e+00,-7.098281210886089987e+00,7.815405798540530746e+00,7.873488646809665426e+00
-8.271453550950081279e+00,5.305921453339673022e+00,-9.862713763950534229e+00,3.850743447247699236e-01,5.011678300184957635e+00
-7.746809041333126977e-01,-7.831584142793619030e+00,-5.891901519616022043e+00,7.865808440630661202e+00,7.503937897896379106e+00
-3.739015561752919936e+00,1.517305734683353791e+01,2.011671252900208096e+00,-7.109541060634914089e+00,-3.758115384384811186e+00
4.751381615037361783e+00,5.188752989779757741e+00,-9.999415144681128353e+00,1.572695016032805260e+00,-6.024599332109243477e+00
-6.085346122255985701e-01,-8.913212742139391409e+00,-4.327552440397528066e+00,9.509944955522749765e+00,9.176928744857505649e+00
-2.179171832614835491e+00,-8.061860151490062520e+00,-5.820876692668218944e+00,8.225686339765289290e+00,7.172862766776390231e+00
7.250979847723826310e-02,-3.411149780806677967e+00,-3.742759183358694841e+00,9.057170870972086618e-01,-3.392013440449215267e+00
-6.661161667650590701e+00,1.585496165274548952e+00,-7.751552289528094164e+00,-5.661853534604797122e-01,4.538567276490697466e+00
-9.714306150326642575e-01,-7.551456343222428202e+00,-5.217002303947356978e+00,7.664390503667881660e+00,7.461907047781108027e+00
-7.722392990215922737e+00,1.484655352429516073e+00,-8.192155321072700502e+00,1.962045036775536266e-01,3.483315944297629585e+00
-4.180717845808514355e+00,6.588643838632296301e+00,-1.011204088239353283e+01,-1.113083453575055781e+00,-2.956085679402291166e+00
8.405201701493819622e-02,-8.746780212418792999e+00,-6.640378640832924617e+00,8.548553732094580582e+00,8.240998214372135422e+00
1.991830548255861366e+00,-2.906891213289291009e+00,1.022209907622382730e+00,-8.841125107511061287e+00,-2.338990339308861799e+00
-6.950412474582538636e+00,1.568616177634404307e+00,-4.807102632592810565e+00,7.559753445646901771e-01,1.939195388295327005e+00
-7.230562754663575120e+00,2.795589451040846996e+00,-1.028541584985641322e+01,2.278974244469064159e-01,5.101253388274825440e+00
-5.090356329141338954e-01,-7.660773665482787820e+00,-5.579451058308496414e+00,7.755334168151651220e+00,8.795875028023571573e+00
-8.016448748396689084e+00,2.069959691917511613e+00,-7.964246257908147442e+00,1.200065115650773340e+00,5.937517146600121976e+00
-8.610898788460730202e-02,-4.931613693784705710e+00,-1.678264036359395561e+01,-7.531507464940103702e+00,5.748284767837257281e-01
6.570747076244767726e+00,1.250963616632711162e+00,-3.168070966101172559e+00,-2.875736094274596866e+00,1.030639742606580178e+01
7.890803109969071194e+00,2.276719405265236196e-01,-4.829287289307626629e+00,-8.401681658189119162e+00,-4.159533683203998855e+00
9.359209410528109174e+00,-1.155200234265346815e+01,-5.760624604735335552e+00,5.538942247880900283e-01,-9.362303055184497680e-01
-3.955055941700230449e+00,7.295016200253322758e+00,-8.385034454257306535e+00,1.551925921236489092e+00,-4.785923585716790107e+00
4.656497777827935280e+00,6.254780044327342914e+00,-7.404547934868532799e+00,-1.777022450036558343e+00,-5.638358545170205183e+00
-8.707064627135016721e+00,7.540704715786090695e-01,-7.080199460563843417e+00,-1.197285504862010352e+00,3.440105329984783022e+00
-3.338305550885976580e-01,-7.308540137736213360e+00,-4.535452073751538471e+00,8.018662250115049517e+00,6.981066053450748932e+00
6.958434821647762725e+00,3.556873678402116212e+00,-1.552422754279855877e+00,-8.405786792743242586e+00,5.996129240583591979e+00
3.950765864677010075e+00,8.592935513948626536e+00,-8.294314509566889093e-01,-3.103366719442806954e+00,4.113386234708372058e+00
-7.186733994107433077e+00,3.760744482098174579e+00,-7.757155269109929918e+00,1.065250168991659585e+00,3.910660685869578934e+00
-5.109060918330315948e-01,-9.020139351716007781e+00,-4.049122326787983894e+00,8.530703730813378627e+00,7.850485271728801173e+00
3.256841453456031488e+00,9.100459575365487552e+00,-9.971810452134146630e+00,7.269333286085006840e-01,-5.100462767906200234e+00
-6.675528601644672655e+00,2.861642799272817950e+00,-9.070775616421945742e+00,1.867115683853692421e+00,4.006641154169447105e+00
-7.686645899346968847e+00,2.386025972802110928e+00,-7.006215585292492776e+00,1.202583046419452018e+00,6.411252101218797961e+00
6.816628277445739847e+00,4.931416193809409876e+00,-6.144628375876087567e+00,-1.085254643125909357e+00,-1.487404303499070046e+00
-7.216750100214209596e+00,-4.923451483599453837e+00,-5.105544677592871672e+00,1.491822893171560693e+00,8.222541076996254361e+00
5.770196524212991562e+00,-3.935108011058928934e+00,-8.682205237259507768e+00,2.072089626438014420e+00,4.996357818645680293e-01
-7.360467976384358124e+00,3.832985399028087325e+00,-8.804334113794514138e+00,2.090962403204621900e+00,1.292764877263830936e+00
2.970581702881557540e+00,-6.154571379357606453e+00,-6.556177583252520868e+00,-1.209712519526728336e+01,2.410337714519416696e+00
3.744088177168842790e-01,4.039483086486973740e+00,-3.736128556490556196e+00,1.417127012509746375e+00,-3.112914285734937447e+00
8.421497658008721743e+00,5.482620311213040942e+00,-5.502641847876651227e+00,1.875264592295890154e+00,-5.105183177595581157e+00
7.683203409973005549e+00,3.751444240545751541e-01,-2.940163963474978992e+00,-1.536475023980571919e+01,7.832791335970836322e+00
-6.484864881864221609e+00,3.502786694060975314e+00,-9.392230732488602740e+00,3.068603382705954896e+00,1.968943499771286687e+00
-1.903716028737426069e-01,-9.317976929998199154e+00,-5.726116647161316742e+00,8.700621116170729863e+00,6.841868694351532554e+00
4.145906398623420586e+00,6.739846265410723625e+00,-5.655225096441512278e+00,4.432880410637411117e+00,-4.523832276970768618e+00
6.349410494494375001e+00,8.706848169487372502e+00,-1.292209653374670353e+01,-5.450787503397811484e-01,-3.628041070366679666e+00
2.524368607397371456e-01,8.814902469094194615e+00,-8.691292199476782443e+00,-3.914241614415990278e-01,-6.431488826533207970e+00
-3.077383783567348985e-01,-1.063737625611719473e+01,-1.173111387365873703e+01,-2.898778562224274324e+00,1.011239306497862067e+01
-7.947221398378401247e+00,3.010658697347097679e+00,-9.404516847471393604e+00,-6.085742879690475560e-01,3.210465695967011257e+00
6.225989000245057969e-01,7.647762359776070440e+00,-1.332068747840727596e+00,1.880219218184321139e+00,-4.049610564464799722e+00
1.080085937864832868e+00,1.932704338863455718e+00,-8.673928963835077610e+00,7.208441676902310746e-01,7.774723680585564622e-01
-7.845579564944269890e+00,1.992252055936406974e+00,-7.492167685601657467e+00,2.466405453765073474e+00,3.788871915533073231e+00
-5.123903526579709933e+00,3.525137183037225785e+00,-8.519325086901652355e+00,9.888068492350204908e-02,5.209476299703537094e+00
-5.232739369047795241e-02,-6.838593442184603077e+00,-4.309922467019172920e+00,8.461998715597598419e+00,7.389750608243008223e+00
-7.153028130016778618e-01,1.023704339403030872e+01,-3.345229972703962940e+00,2.222967764410426206e+00,-8.722265415519139253e+00
5.629511487941103454e+00,2.818474930150101976e+00,-5.565706903464375799e-01,3.543496775094278073e-01,-8.718733930120414755e+00
-8.807440597536650984e+00,1.241938899704929655e+00,-5.493540264791731076e+00,-6.487524256312806603e-01,6.687714291068603600e+00
4.841154514049977209e+00,1.054769873424015891e+01,2.721205296112132466e+00,-3.680155844707691415e+00,-4.366900046244309053e+00
4.645799736719140149e+00,8.522045549494098537e+00,-7.951248319823623234e+00,-1.188907223655384371e+00,-1.676976971209725775e+00
-6.527085616168166737e+00,2.416361848880975050e+00,-8.577937849415500082e+00,5.321055058995296516e-01,1.841643556221503220e+00
1.982280442197038361e+00,7.537538614404331483e+00,-5.866810609706789137e+00,1.332672493507812472e+00,-3.457872987287764932e+00
5.085074582605666471e+00,-4.530140570455856164e-01,-5.615445552339982882e+00,-2.657337113307695287e+00,-4.923211131338776525e+00
-6.242880233854680050e+00,4.933284471336942367e+00,-7.350452558735314668e+00,1.869502873788014830e+00,1.879736679855037895e+00
7.104556326799982280e-01,8.552063342784839151e+00,-6.401240745821358935e+00,1.486212041148867735e-01,-9.931552359489407067e+00
-1.903058346973257597e-02,-6.113839512353961503e+00,-7.360921682288977586e+00,8.394907996319567189e+00,6.635167523250683708e+00
9.073787741814772545e+00,-4.788453469834786702e+00,-6.430470323464679616e+00,-3.630002401914524501e+00,2.738396797594869092e+00
-7.765970715112433531e-01,-7.251905281517212032e+00,-3.771506678424378478e+00,8.056855186888583376e+00,8.478521293080103050e+00
6.346377117666772705e+00,1.122069303118943040e+01,-1.017316348746194699e+01,-9.198823223799598381e+00,-5.389009274705443886e+00
-6.503419254858398002e-01,-8.552166420027235816e+00,-6.129357408170386989e+00,6.157896393464771023e+00,8.143898934379755872e+00
6.745812912647942916e+00,7.164956686832256061e+00,2.479616672955925694e+00,-4.883127156985550776e+00,7.744898572317087115e+00
-1.083581596414324277e+00,-6.743583124238468507e+00,-7.912585911912331404e+00,7.834154861525343350e+00,7.716923549732596754e+00
2.143402498182158666e+00,-8.134421328821275665e+00,-5.401240983398962747e+00,7.850586577552918222e+00,6.269348368835910179e+00
7.577071521702952950e+00,-1.039234025817509455e+01,-9.580483003140889409e+00,-1.041927329394968460e+00,7.610482666396118923e-01
2.935100355318773779e-01,-1.678525184976776830e-01,5.334832859486105860e+00,-4.749945273890247677e+00,6.359230789418979235e+00
3.864153498958096566e+00,-8.577514880364260463e+00,-2.698052483939615609e+00,-5.979047652808176849e+00,-8.656363288165204395e+00
2.581259251492580731e+00,-7.526450583893093960e-01,6.991737104865302754e+00,5.837089810848539173e-02,3.339456867343890689e+00
7.527098392999322485e+00,-4.184871518500800747e+00,-8.665070759128816746e+00,-6.982275654127079179e-02,-3.646547415655021496e-01
-6.329785727015239338e+00,1.547449264872489350e+00,-7.403797207928741742e+00,7.524952415694100560e-01,3.697413217605958646e+00
-6.360880258941574716e+00,3.482924417473431067e+00,-7.650676874547867712e+00,-1.087891204834477543e+00,2.547382578974004552e+00
-8.194371728234225216e+00,4.613480974937506751e+00,-9.289715051148402125e+00,9.973857026053903896e-01,4.028538882146968980e+00
-5.682643096227440793e+00,2.068916389134641154e+00,-7.562319363216506218e+00,-8.546706457171369120e-01,3.824137974806813833e+00
-7.861364969241040335e+00,2.065272517566425492e+00,-9.406959719517036689e+00,-1.267989849566166782e-01,3.190478865313684853e+00
5.470575360388279407e+00,2.251269443063778297e+00,-3.472380545099645666e+00,3.306342249932345823e-01,-4.751050856690586244e+00
-8.003105937109015855e+00,3.237352079701364183e+00,-7.549218491202770664e+00,1.438522223860523308e+00,2.824328145196199458e+00
